Text,Rating,Drug
"I started on Rybelsus on April 5, 2021.  I did have some nausea in the mornings but most felt very full.  I am currently on 7 mg and it dropped my A1C from 9.7 to 5.7 in that time frame.  I have lost 32 pounds since April .  The medicine does work and most of the side affects do go away after a time period.  The one thing that I have noticed is that any food that is the least bit greasy really does bother my stomach since taking this medicine.  Will be anxious to see if the doctor increases it to the standard 14 mg dosage on my next visit.",8.0,Rybelsus
"I've lost 20 lbs in 3 months, on 3mgs of Rybelus. In the beginning I noticed my vision is blurry more than usual, went to eye Dr. My vision hasn't changed in 2 yrs. No eye anomalies according to my eye Dr. I've read the reviews nobody mentions blurry vision, I've been tolerating. My question is nobody is complaining about vision, so therefore it must be me. Coincidence or just age, I am 67yrs. Just started taking 7mgs, for a female 5'2",,Rybelsus
I’m mainly taking this drug for weight loss. I’ve been on 3mg for 10 days and I’m very frustrated. I have no side effects whatsoever and I’ve gained 2 lbs. I’ve cut down on my eating but I gained weight. Not impressed,1.0,Rybelsus
"I'm a 45 yr old woman, diagnosed with type 2 diabetes 4 yrs ago. I was prescribed Metformin, then added glipizide, which made me gain a half a pound a day until I quit taking it 30 days & 15 lbs later. Then I was prescribed Victoza. The first 3 weeks, I was sick to my stomach, all day, every day. I had NO energy at all. I would get out of bed, get dressed & then lay back down - it was really THAT bad. BUT after around the 4th week, I started feeling normal again. My A1C went from 9.2 to 5.4 in just 5 weeks. Now, I am never above 130 -even after have a can of Pepsi. Also, I  lost 30lbs in 45 days. Just amazing! Suffer through the initial sickness, don't give up on it, Victoza is a life changer! Victoza website for discount card. I pay $25/month.",10.0,Victoza
I did my research on this medication and to be honest I was kinda nervous to take it. My Dr prescribed me this cuz my blood sugars were so out of whack. Morning BS were running any where from 250-270. I started this medication 2 1/2 weeks ago. At first didn't really get any side effects just a little nauseous here and there. I started  out at 2 clicks and gradually made it up the 0.6. My BS morning reading is around 160 which I love didn't think this medicine would work so quickly. I've lost 6lbs already starting weight was 167. I do have more energy and don't feel so sluggish like I used to with the high BS all day long. It curbed my appetite I don't have no cravings for any sugar. Eat small portions cuz I get full so easily. I actually noticed food that is too greasy gets me nauseous or stomach ache. I want to continue to share my story as weeks or months go on :),9.0,Victoza
"I started Victoza 8 months ago & have lost 83 pounds.  I am woman 57 years old, 5'6",,Victoza
"Prior to taking Victoza, my glucose was like 384, 297. I changed my diet, and it went down to 234, 187, and the lowest was 166. I then started this shot 2 weeks ago on 2/9/24. Prior to taking it, I lost 14 lbs. (Starting weight 412) Since then, I’m now down 22.6. It’s like every day I’m losing a pound or so. I’ve had no side effects so far. I’m on the 1.2 dose and honestly thinking about staying right there for another week before I increase it. When I last checked my glucose, it was 101. My A1C was 10.9 when they prescribed it, so I can’t wait to see what it is in April.",9.0,Victoza
I have been on Victoza for a 1 1/2 now my A1c are good and I have lost 104lbs using Victoza along with oral diabetic medicines. I love it hope everyone who uses this medicine gets good results like I have. I rate this medicine a 10.,10.0,Victoza
"Actually I'm pre-diabetic and have polycystic ovarian syndrome. I've been on Victoza since Aug. 2014. I dialed up to 1.8 over two weeks. Was a little sick on my stomach for about a week. Prior to starting I was on 2,500 mg of metformin with no change in weight or blood sugar. As of November 15, I was down 35 pounds.  I'm still on metformin and my doctor and her staff are amazed. I'm very seldom hungry. Sometimes I experience a weird feeling in my stomach and not sure if I hadn't eaten enough or ate the wrong thing and nothing makes the sensation go away except for sleeping. I've lost over 10 inches in my stomach and am complaining because I'm losing so fast that people think I'm sick/clothes are falling off. I've struggled with my weight for years and finally this has worked. At 173lbs.",10.0,Victoza
"Doctor put me on Victoza. Metformin alone wasn't cutting it. Started a little over 2 weeks ago, lost 13 pounds, curved my appetite. I feel great and my sugar level is averaging about 110 and it was over 220.  love it....",10.0,Victoza
"I have been on Victoza since May I started with the .6 then moved to the 1.2 and now I am on the 1.8 had no side effects from this medicine and have lost about 45 pounds.  My blood sugars are below 130 most of the time am feeling fine and can't thank my doctor enough for turning me on to this medicine,",,Victoza
Food no longer taste all that great have to force myself to eat. My sugar levels are good 10 lb lost after 6 weeks (wife not happy). No side effects so far. Small meals are just great. Take home half plate from normal menu choice. Buffet no longer an option. Needles are tiny.,10.0,Victoza
I have been on Victoza since March 3 2010. I had previously been on Byetta. Byetta didn't seem to be working for me anymore so my doctor wanted to try me on Victoza. It has made a big change my blood sugars are around 120 verses near 200. I have lost a total of 24 lbs since March 3rd  and I feel great and life is good. It seems like I am hardly ever hungry  and when I do eat I am full very quickly. Something I would definitely recommend to another diabetic!,10.0,Victoza
"A couple of years ago, I was introduced to Victoza and had a horrible experience with it and stopped taking it.  During this time, my doctor instructed me to take it with my Metformin thinking it would help me lose weight.  A couple of years later,  l found that the Metformin was causing me complications. I changed doctors and my new doctor recommended Victoza again.  This time without using Metformin or any other diabetes medication. Reluctantly, I tried it and to my surprise,  I have had great results.  I no longer have cravings for sweets and my appetite has changed drastically. I have zero side effects.    In 3 weeks, I have lost nearly 15 pounds.  In September 2015, I will have my a1c checked again and praying for better A1c.",10.0,Victoza
"It made me feel sick the 1st month at 1.2mg , queasy stomach, not too bad diarrhea, if there is such a thing as good? The biggest thing I noticed was food did not appeal to me at all. I just did not feel like eating anything.  And when I did eat something, I felt full on a few bites. This after about 2 months lead to a 36 lb weight drop and an A1c that went from 7.3 to an A1c of 5.6. I have been on it now for 6 months but no more weight loss or gain. 12hr Fasting Glucose is showing from 75-88.  I never see levels above the 120's after meals, even sweets. I think the problem with Victoza is that it works almost too good! I think some people will go off their diets or cheat a lot more because they have such low A1c's.",10.0,Victoza
