Comment,Drug
"Metformin was helped to lower my A1C have had several of the side affect dizzy,  metallic taste,  dry mouth,  and nausea.  Having one side affect that I feel should be mentioned kidney functioning at lower levels being sent to a specialist please have kidney function tested",Metformin
"I was prescribed Metformin for type 2 diabetes.  Just newly diagnosed with the condition.  At this point,  I have only been on the medication for a little less than 4 weeks.  I have a scheduled appointment at three months for follow up blood test to check its effectiveness at lowering blood sugar.  I am combining this medication with a more plant based,  low fat diet coupled with regular exercise.  I will update my review when I do have my follow up check and report blood test results.  

But,  I thought I would go ahead and write a review now to report side effects The side effects for me are negligible.  Almost ZERO.  Very,  very slight digestive change,  absolutely nothing severe as other people have reported to have suffered. ",Metformin
"I started this 1 year ago.  The first day I couldn not leave the bathroom,  after that it was okay,  but it gives me gas and cramps really bad,  and it still does.  If I eat,  it goes away.  No gain or loss in weight on this drug.  I am not fat.  I do crave carbohydrates on it though.  My A1C usually is in the six is most of the time.  I have it checked every three months.  I was fighting this disease on my own,  but for me I gave up after three years because I was very limited to what I could eat.  I was diagnosed 4 years ago with a starting A1C of 13.  Got it down to 8 with no medicines,  but that is when I gave up because the life style is just not conducive to normal life.  ",Metformin
"I was started on Metformin ER 500 mg,  1 at bedtime.  Increased 1 week later to 500 mg in a. m.   p. m.  My A1c was 6. 7.  Dr would not increase my dose so I did on my own.  Having been type 2 diabetic for 18 years I was previously on Actos 10 years  my A1c was always 5. 4 or 5. 5.  I now take the Met ER 500 mg three times daily,  1 every 8 hours   is are great.  I researched Met ER  learned it loses most of it is punch 8 10 hours after a dose.  I have had NO problems at 3x day  my  is are great! ! ",Metformin
No issues with metaformin at all no side effects.  On 500mg twice daily for t2 diabetes  it is lowering my blood sugar it does work.   It will only give you a boost with weight loss if your diet is clean and are exercising also.  It is no miracle drug I am losing 4lb a week but I exercise hard and eat no junk or sugar.  I have 6 stone to lose but certain il get there. ,Metformin
"Pre diabetic.  Placed on Metformin.  The first day severe dirreahea but after that nothing.  I take 500mg twice a day at breakfast and dinner. . Don not craved sweets as much.  Which is great and when i do eat i feel full fast.  
Don not know about  any weight loss but i do feel a lot better since taking metformin.  But i only been taking  it for two days. . . 
Other than having dirreahea the first day.  I have no other reactions.  I drink plenty of water and sparkling water too. . . I am also getting in the habit of eating healthier. ",Metformin
"Riomet metformin 							OMG,  completely and utterly dreadful.  If you have a strong gag reflex you will never get it down.  It tastes disgusting. . nauseating,  do yourself a favor and take regular Metformin Not extended release and chop that baby up,  add applesauce,  and it is a quick,  pleasant swallow,  just slightly bitter. . . can not compare to the horrid taste of this stuff.  Side effects are another story. . . ",Metformin
"I was found to have type 2 diabetes early in pregnancy.  I was previously on a low carb diet that had worked well for me but was advised by my diabetes clinic to increase carbs and whole grains because it would benefit the baby.  As soon as I began eating bread,  rice and pasta I began to swell up and started having headaches.  I was given a glucose test which was very high and my Doctor was preparing to put me on insulin.  I was convinced that it was the high intake of sugar carbs that had got me into this situation so asked for a week to try and sort it out myself.  I cut down on carbs and I improved within 2 days.  I now take Metformin 500mg twice daily but cannot eat bread,  sugar,  white rice or white flour. ",Metformin
"Besides the diarrhea,  my experience has been great!  I was diagnosed in July with an A1C of 11. 2! ! ! ! ! ! ! !  I self diagnosed,  called the doc and told her I thought I was diabetic.  Keep in mind,  I never knew what an A1C was until that day I was pissed!  When I asked my doc what my A1C  was in December,  she told me 6,  never EVER saying Hey,  you are pre diabetic.  They tried to also put me on insulin and I told them to kick rocks.  3 months later 2 days ago my A1C is down to 6. 7!  Down 4. 5 points!  I am hoping in 3 more months I can get it down to 5. 5.  That is my new goal. ",Metformin
"Diagnosed with T2 diabetes Nov 14 2016.  Sugar level is 300    A1C is 12  .   After a month of taking Metformin 500gm twice a day,  by December my blood sugar is 250 did not take another A1C as the doctor plans to get another one by March 2017.  Our goal for A1C is at least 7 and blood sugar is 100.  So,  been trying hard to get 150 off.  But,  recently been skipping meds as we moved to another house and the holiday season and full time job. . . it is not easy.  Been getting dizzy,  cramping is way too much for me that I just don not want to move at all.  Yes. . .  losing weight is good because the doctor said I weigh from 165 to 138 and I need to lose at least 20 lbs more.  Seriously,  right food to eat is what I am still searching. ",Metformin
I have been on metformin 500mg once a day for 3 mo.   At first it was great I even lost a little weight.   My A1C went up recently and I gained the weight back.   I believe that was due to extreme stress.   My doc increased my dosage to twice a day now.   I have not had many side effects just headaches no stomach issues.   I hope it helps me as I am afraid to go too high on the dosage because of the recall issues.   I am hoping the benefits outweigh the risk. ,Metformin
"Took the first 500mg pill that evening,  felt a little light headed at bedtime,  same thing that next morning at 700am.  Took the second pill at 730am and by 1000am I was so dizzy I spent the next day and a half flat on my back in bed,  the room was spinning even with my eyes closed. ",Metformin
